Xpath,Type
/Return/ReturnData/IRS990ScheduleD/CYMinus4YrEndwmtFundGrp/EndYearBalanceAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/CYMinus4YrEndwmtFundGrp/GrantsOrScholarshipsAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/CYMinus4YrEndwmtFundGrp/InvestmentEarningsOrLossesAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/CYMinus4YrEndwmtFundGrp/OtherExpendituresAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/DisclosedForCharitablePrpsInd,BooleanType
/Return/ReturnData/IRS990ScheduleD/DisclosedForCharitablePurposes,BooleanType
/Return/ReturnData/IRS990ScheduleD/DisclosedOrgLegCtrlInd,BooleanType
/Return/ReturnData/IRS990ScheduleD/DisclosedOrgsLegalControl,BooleanType
/Return/ReturnData/IRS990ScheduleD/DistributionsDuringYear,USAmountType
/Return/ReturnData/IRS990ScheduleD/DistributionsDuringYearAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/DonatedServicesAndFacilities,USAmountType
/Return/ReturnData/IRS990ScheduleD/DonatedServicesAndUseFcltsAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/DonatedServicesUseFcltsAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/DonatedServicesUseOfFacilities,USAmountType
/Return/ReturnData/IRS990ScheduleD/DonatedSrvcAndUseOfFacilities,USAmountType
/Return/ReturnData/IRS990ScheduleD/DonorAdvisedContributions,USAmountType
/Return/ReturnData/IRS990ScheduleD/DonorAdvisedFundsContriAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/DonorAdvisedFundsGrantsAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/DonorAdvisedFundsHeldCnt,IntegerNNType
/Return/ReturnData/IRS990ScheduleD/DonorAdvisedFundsVlEOYAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/EndingBalance,USAmountType
/Return/ReturnData/IRS990ScheduleD/EndingBalanceAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/EndowmentsHeldByRelatedOrgs,BooleanType
/Return/ReturnData/IRS990ScheduleD/EndowmentsHeldByUnrelatedOrgs,BooleanType
/Return/ReturnData/IRS990ScheduleD/EndowmentsHeldRelatedOrgInd,BooleanType
/Return/ReturnData/IRS990ScheduleD/EndowmentsHeldUnrelatedOrgInd,BooleanType
/Return/ReturnData/IRS990ScheduleD/Equipment/BookValue,USAmountType
/Return/ReturnData/IRS990ScheduleD/Equipment/Depreciation,USAmountType
/Return/ReturnData/IRS990ScheduleD/Equipment/InvestmentCostOrOtherBasis,USAmountType
/Return/ReturnData/IRS990ScheduleD/Equipment/OtherCostOrOtherBasis,USAmountType
/Return/ReturnData/IRS990ScheduleD/EquipmentGrp/BookValueAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/EquipmentGrp/DepreciationAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/EquipmentGrp/InvestmentCostOrOtherBasisAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/EquipmentGrp/OtherCostOrOtherBasisAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/ExcessOrDeficitForYear,USAmountType
/Return/ReturnData/IRS990ScheduleD/ExcessOrDeficitPerFS,USAmountType
/Return/ReturnData/IRS990ScheduleD/ExpensesIncurredEnforcementAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/ExpensesIncurredForEnforcement,USAmountType
/Return/ReturnData/IRS990ScheduleD/ExpensesNotReportedAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/ExpensesNotRptdF990,USAmountType
/Return/ReturnData/IRS990ScheduleD/ExpensesNotRptdOnFinStmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/ExpensesNotRptFinclStmtAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/ExpensesSubtotal,USAmountType
/Return/ReturnData/IRS990ScheduleD/ExpensesSubtotalAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/ExplanationProvidedInd,CheckboxType
/Return/ReturnData/IRS990ScheduleD/FederalIncomeTaxLiability,USAmountType
/Return/ReturnData/IRS990ScheduleD/FederalIncomeTaxLiabilityAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/FinancialDerivatives/BookValue,USAmountType
/Return/ReturnData/IRS990ScheduleD/FinancialDerivatives/MethodOfValuation,StringType
/Return/ReturnData/IRS990ScheduleD/FinancialDerivativesGrp/BookValueAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/FinancialDerivativesGrp/MethodValuationCd,StringType
/Return/ReturnData/IRS990ScheduleD/FootnoteTextInd,CheckboxType
/Return/ReturnData/IRS990ScheduleD/Form990ScheduleDPartXIV/Explanation,ExplanationType
/Return/ReturnData/IRS990ScheduleD/Form990ScheduleDPartXIV/Identifier,LineExplanationType
/Return/ReturnData/IRS990ScheduleD/Form990ScheduleDPartXIV/ReturnReference,LineExplanationType
/Return/ReturnData/IRS990ScheduleD/FundsAndOtherAccountsContriAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/FundsAndOtherAccountsGrantsAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/FundsAndOtherAccountsHeldCnt,IntegerNNType
/Return/ReturnData/IRS990ScheduleD/FundsAndOtherAccountsVlEOYAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/GrantsFundsAndOtherAccounts,USAmountType
/Return/ReturnData/IRS990ScheduleD/GrantsPaidFromDonorFunds,USAmountType
/Return/ReturnData/IRS990ScheduleD/HeldWorksArtGrp/AssetsIncludedAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/HeldWorksArtGrp/RevenuesIncludedAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/HeldWorksOfArtAmts/AssetsInPartX,USAmountType
/Return/ReturnData/IRS990ScheduleD/HeldWorksOfArtAmts/RevenuesIncluded,USAmountType
/Return/ReturnData/IRS990ScheduleD/HistoricLandArea,CheckboxType
/Return/ReturnData/IRS990ScheduleD/HistoricLandAreaInd,CheckboxType
/Return/ReturnData/IRS990ScheduleD/HistoricStrctrEasementsAftrCnt,IntegerNNType
/Return/ReturnData/IRS990ScheduleD/HistoricStructure,CheckboxType
/Return/ReturnData/IRS990ScheduleD/HistoricStructureEasementsCnt,IntegerNNType
/Return/ReturnData/IRS990ScheduleD/HistoricStructureInd,CheckboxType
/Return/ReturnData/IRS990ScheduleD/InclEscrowCustodialAcctLiabInd,BooleanType
/Return/ReturnData/IRS990ScheduleD/IncludedOnFS,BooleanType
/Return/ReturnData/IRS990ScheduleD/InvestmentExpenses,USAmountType
/Return/ReturnData/IRS990ScheduleD/InvestmentExpensesNotIncld2Amt,USAmountType
/Return/ReturnData/IRS990ScheduleD/InvestmentExpensesNotIncldAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/InvestmentExpensesNotIncluded,USAmountType
/Return/ReturnData/IRS990ScheduleD/InvestmentExpensesNotIncluded2,USAmountType
/Return/ReturnData/IRS990ScheduleD/InvestmentsProgramRelated/BookValue,USAmountType
/Return/ReturnData/IRS990ScheduleD/InvestmentsProgramRelated/Description,LineExplanationType
/Return/ReturnData/IRS990ScheduleD/InvestmentsProgramRelated/MethodOfValuation,StringType
/Return/ReturnData/IRS990ScheduleD/InvstProgramRelatedOrgGrp/BookValueAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/InvstProgramRelatedOrgGrp/Desc,LineExplanationType
/Return/ReturnData/IRS990ScheduleD/InvstProgramRelatedOrgGrp/MethodValuationCd,StringType
/Return/ReturnData/IRS990ScheduleD/Land/BookValue,USAmountType
/Return/ReturnData/IRS990ScheduleD/Land/InvestmentCostOrOtherBasis,USAmountType
/Return/ReturnData/IRS990ScheduleD/Land/OtherCostOrOtherBasis,USAmountType
/Return/ReturnData/IRS990ScheduleD/LandGrp/BookValueAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/LandGrp/InvestmentCostOrOtherBasisAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/LandGrp/OtherCostOrOtherBasisAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/LeaseholdImprovements/BookValue,USAmountType
/Return/ReturnData/IRS990ScheduleD/LeaseholdImprovements/Depreciation,USAmountType
/Return/ReturnData/IRS990ScheduleD/LeaseholdImprovements/InvestmentCostOrOtherBasis,USAmountType
/Return/ReturnData/IRS990ScheduleD/LeaseholdImprovements/OtherCostOrOtherBasis,USAmountType
/Return/ReturnData/IRS990ScheduleD/LeaseholdImprovementsGrp/BookValueAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/LeaseholdImprovementsGrp/DepreciationAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/LeaseholdImprovementsGrp/InvestmentCostOrOtherBasisAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/LeaseholdImprovementsGrp/OtherCostOrOtherBasisAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/LossesReported,USAmountType
/Return/ReturnData/IRS990ScheduleD/LossesReportedAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/ModifiedEasementsCnt,IntegerNNType
/Return/ReturnData/IRS990ScheduleD/NetUnrealizedGainsInvestments,USAmountType
/Return/ReturnData/IRS990ScheduleD/NetUnrealizedGainsInvstAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/NetUnrealizedGLOnInvestments,USAmountType
/Return/ReturnData/IRS990ScheduleD/NmbrEasementsModified,IntegerNNType
/Return/ReturnData/IRS990ScheduleD/NmbrHistStructEasements,IntegerNNType
/Return/ReturnData/IRS990ScheduleD/NmbrHistStructEasementsAfter,IntegerNNType
/Return/ReturnData/IRS990ScheduleD/NmbrStatesInWhichEasementsHeld,IntegerNNType
/Return/ReturnData/IRS990ScheduleD/NumberDAFsHeld,IntegerNNType
/Return/ReturnData/IRS990ScheduleD/NumberFundsHeld,IntegerNNType
/Return/ReturnData/IRS990ScheduleD/OtherAmount,USAmountType
/Return/ReturnData/IRS990ScheduleD/OtherAssets/BookValue,USAmountType
/Return/ReturnData/IRS990ScheduleD/OtherAssets/Description,LineExplanationType
/Return/ReturnData/IRS990ScheduleD/OtherAssetsOrgGrp/BookValueAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/OtherAssetsOrgGrp/Desc,LineExplanationType
/Return/ReturnData/IRS990ScheduleD/OtherExpensesIncluded,USAmountType
/Return/ReturnData/IRS990ScheduleD/OtherExpensesIncludedAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/OtherExpensesNotIncluded,USAmountType
/Return/ReturnData/IRS990ScheduleD/OtherExpensesNotIncludedAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/OtherLandBuildings/BookValue,USAmountType
/Return/ReturnData/IRS990ScheduleD/OtherLandBuildings/Depreciation,USAmountType
/Return/ReturnData/IRS990ScheduleD/OtherLandBuildings/InvestmentCostOrOtherBasis,USAmountType
/Return/ReturnData/IRS990ScheduleD/OtherLandBuildings/OtherCostOrOtherBasis,USAmountType
/Return/ReturnData/IRS990ScheduleD/OtherLandBuildingsGrp/BookValueAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/OtherLandBuildingsGrp/DepreciationAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/OtherLandBuildingsGrp/InvestmentCostOrOtherBasisAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/OtherLandBuildingsGrp/OtherCostOrOtherBasisAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/OtherLiabilities/Amount,USAmountType
/Return/ReturnData/IRS990ScheduleD/OtherLiabilities/Description,LineExplanationType
/Return/ReturnData/IRS990ScheduleD/OtherLiabilitiesOrgGrp/Amt,USAmountType
/Return/ReturnData/IRS990ScheduleD/OtherLiabilitiesOrgGrp/Desc,LineExplanationType
/Return/ReturnData/IRS990ScheduleD/OtherRevenueAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/OtherRevenues,USAmountType
/Return/ReturnData/IRS990ScheduleD/OtherRevenuesNotIncluded,USAmountType
/Return/ReturnData/IRS990ScheduleD/OtherRevenuesNotIncludedAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/OtherSecurities/BookValue,USAmountType
/Return/ReturnData/IRS990ScheduleD/OtherSecurities/Description,LineExplanationType
/Return/ReturnData/IRS990ScheduleD/OtherSecurities/MethodOfValuation,StringType
/Return/ReturnData/IRS990ScheduleD/OtherSecuritiesGrp/BookValueAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/OtherSecuritiesGrp/Desc,LineExplanationType
/Return/ReturnData/IRS990ScheduleD/OtherSecuritiesGrp/MethodValuationCd,StringType
/Return/ReturnData/IRS990ScheduleD/PermanentEndowmentEOYBalance,RatioType
/Return/ReturnData/IRS990ScheduleD/PreservationForPublicUse,CheckboxType
/Return/ReturnData/IRS990ScheduleD/PreservationOfOpenSpace,CheckboxType
/Return/ReturnData/IRS990ScheduleD/PreservationOpenSpaceInd,CheckboxType
/Return/ReturnData/IRS990ScheduleD/PreservationPublicUseInd,CheckboxType
/Return/ReturnData/IRS990ScheduleD/PriorPeriodAdjustments,USAmountType
/Return/ReturnData/IRS990ScheduleD/PriorYearAdjustments,USAmountType
/Return/ReturnData/IRS990ScheduleD/PriorYearAdjustmentsAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/PrmnntEndowmentBalanceEOYPct,RatioType
/Return/ReturnData/IRS990ScheduleD/ProtectionNaturalHabitatInd,CheckboxType
/Return/ReturnData/IRS990ScheduleD/ProtectionOfNaturalHabitat,CheckboxType
/Return/ReturnData/IRS990ScheduleD/RecoveriesOfPriorYearGrants,USAmountType
/Return/ReturnData/IRS990ScheduleD/RecoveriesPriorYearGrantsAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/RelatedOrgListSchRInd,BooleanType
/Return/ReturnData/IRS990ScheduleD/RevenueNotReportedAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/RevenueNotReportedFinclStmtAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/RevenueNotRptdF990,USAmountType
/Return/ReturnData/IRS990ScheduleD/RevenueNotRptdOnFinStmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/RevenueSubtotal,USAmountType
/Return/ReturnData/IRS990ScheduleD/RevenueSubtotalAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/Sect170hRequirementsSatisfied,BooleanType
/Return/ReturnData/IRS990ScheduleD/Section170hRqrStsfdInd,BooleanType
/Return/ReturnData/IRS990ScheduleD/SolicitedAssetsForSale,BooleanType
/Return/ReturnData/IRS990ScheduleD/SolicitedAssetsSaleInd,BooleanType
/Return/ReturnData/IRS990ScheduleD/StaffHoursSpentEnforcementCnt,DecimalNNType
/Return/ReturnData/IRS990ScheduleD/StaffHoursSpentOnEnforcement,DecimalNNType
/Return/ReturnData/IRS990ScheduleD/StatesEasementsHeldCnt,IntegerNNType
/Return/ReturnData/IRS990ScheduleD/SupplementalInformationDetail/ExplanationTxt,ExplanationType
/Return/ReturnData/IRS990ScheduleD/SupplementalInformationDetail/FormAndLineReferenceDesc,LineExplanationType
/Return/ReturnData/IRS990ScheduleD/TermEndowmentBalanceEOYPct,RatioType
/Return/ReturnData/IRS990ScheduleD/TermEndowmentEOYBalance,RatioType
/Return/ReturnData/IRS990ScheduleD/TotalAcreage,DecimalNNType
/Return/ReturnData/IRS990ScheduleD/TotalAcreageCnt,DecimalNNType
/Return/ReturnData/IRS990ScheduleD/TotalAdjustments,USAmountType
/Return/ReturnData/IRS990ScheduleD/TotalBookValueLandBuildingsAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/TotalBookValueOtherAssets,USAmountType
/Return/ReturnData/IRS990ScheduleD/TotalBookValueOtherAssetsAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/TotalBookValueProgramRltdAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/TotalBookValueSecuritiesAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/TotalEasementsCnt,IntegerNNType
/Return/ReturnData/IRS990ScheduleD/TotalExpenses,USAmountType
/Return/ReturnData/IRS990ScheduleD/TotalExpensesPerForm990,USAmountType
/Return/ReturnData/IRS990ScheduleD/TotalExpensesPerForm990Amt,USAmountType
/Return/ReturnData/IRS990ScheduleD/TotalLiabilityAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/TotalNumberOfEasements,IntegerNNType
/Return/ReturnData/IRS990ScheduleD/TotalOfAmounts,USAmountType
/Return/ReturnData/IRS990ScheduleD/TotalOfBookValueLandBuildings,USAmountType
/Return/ReturnData/IRS990ScheduleD/TotalOfBookValueProgramRelated,USAmountType
/Return/ReturnData/IRS990ScheduleD/TotalOfBookValueSecurities,USAmountType
/Return/ReturnData/IRS990ScheduleD/TotalRevenue,USAmountType
/Return/ReturnData/IRS990ScheduleD/TotalRevenuePerForm990,USAmountType
/Return/ReturnData/IRS990ScheduleD/TotalRevenuePerForm990Amt,USAmountType
/Return/ReturnData/IRS990ScheduleD/TotalRevEtcAuditedFinclStmtAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/TotExpensesEtcAuditedFinclStmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/TotExpnsEtcAuditedFinclStmtAmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/TotRevenueEtcAuditedFinclStmt,USAmountType
/Return/ReturnData/IRS990ScheduleD/WrittenPolicyMonitoring,BooleanType
/Return/ReturnData/IRS990ScheduleD/WrittenPolicyMonitoringInd,BooleanType
/Return/ReturnData/IRS990ScheduleE/ComplianceProc75_50Explanation,ShortExplanationType
/Return/ReturnData/IRS990ScheduleE/ComplianceWithRevProc7550,BooleanType
/Return/ReturnData/IRS990ScheduleE/ComplianceWithRevProc7550Ind,BooleanType
/Return/ReturnData/IRS990ScheduleE/DiscriminateRaceAdmissPlcyInd,BooleanType
/Return/ReturnData/IRS990ScheduleE/DiscriminateRaceAdmissPolicies,BooleanType
/Return/ReturnData/IRS990ScheduleE/DiscriminateRaceAthleticProg,BooleanType
/Return/ReturnData/IRS990ScheduleE/DiscriminateRaceAthltProgInd,BooleanType
/Return/ReturnData/IRS990ScheduleE/DiscriminateRaceEducPlcyInd,BooleanType
/Return/ReturnData/IRS990ScheduleE/DiscriminateRaceEducPolicies,BooleanType
/Return/ReturnData/IRS990ScheduleE/DiscriminateRaceEmplmFcultyInd,BooleanType
/Return/ReturnData/IRS990ScheduleE/DiscriminateRaceEmplmnFaculty,BooleanType
/Return/ReturnData/IRS990ScheduleE/DiscriminateRaceExplanation,ShortExplanationType
/Return/ReturnData/IRS990ScheduleE/DiscriminateRaceOtherActy,BooleanType
/Return/ReturnData/IRS990ScheduleE/DiscriminateRaceOtherActyInd,BooleanType
/Return/ReturnData/IRS990ScheduleE/DiscriminateRaceScholarships,BooleanType
/Return/ReturnData/IRS990ScheduleE/DiscriminateRaceSchsInd,BooleanType
/Return/ReturnData/IRS990ScheduleE/DiscriminateRaceStdntsRghtsInd,BooleanType
/Return/ReturnData/IRS990ScheduleE/DiscriminateRaceStudentsRights,BooleanType
/Return/ReturnData/IRS990ScheduleE/DiscriminateRaceUseOfFclts,BooleanType
/Return/ReturnData/IRS990ScheduleE/DiscriminateRaceUseOfFcltsInd,BooleanType
/Return/ReturnData/IRS990ScheduleE/Form990ScheduleEPartII/Explanation,ExplanationType
/Return/ReturnData/IRS990ScheduleE/Form990ScheduleEPartII/Identifier,LineExplanationType
/Return/ReturnData/IRS990ScheduleE/Form990ScheduleEPartII/ReturnReference,LineExplanationType
/Return/ReturnData/IRS990ScheduleE/GovernmentFinancialAidRcvdInd,BooleanType
/Return/ReturnData/IRS990ScheduleE/GovernmentFinancialAidReceived,BooleanType
/Return/ReturnData/IRS990ScheduleE/GovernmentFinancialAidRevoked,BooleanType
/Return/ReturnData/IRS990ScheduleE/GovernmentFinancialAidRvkdInd,BooleanType
/Return/ReturnData/IRS990ScheduleE/GovtFinancialAidExplanation,ShortExplanationType
/Return/ReturnData/IRS990ScheduleE/MaintainCpyOfAllSolInd,BooleanType
/Return/ReturnData/IRS990ScheduleE/MaintainCpyOfBrochuresEtcInd,BooleanType
/Return/ReturnData/IRS990ScheduleE/MaintainRacialCompRecsInd,BooleanType
/Return/ReturnData/IRS990ScheduleE/MaintainScholarshipsRecsInd,BooleanType
/Return/ReturnData/IRS990ScheduleE/MaintCopiesOfAllSolicitations,BooleanType
/Return/ReturnData/IRS990ScheduleE/MaintCopiesOfBrochuresEtc,BooleanType
/Return/ReturnData/IRS990ScheduleE/MaintRacialCompositionRecords,BooleanType
/Return/ReturnData/IRS990ScheduleE/MaintScholarshipsRecords,BooleanType
/Return/ReturnData/IRS990ScheduleE/NondiscriminatoryPolicyStmt,BooleanType
/Return/ReturnData/IRS990ScheduleE/NondiscriminatoryPolicyStmtInd,BooleanType
/Return/ReturnData/IRS990ScheduleE/OrgDoesNotMaintainExplanation,ShortExplanationType
/Return/ReturnData/IRS990ScheduleE/PlcyPblczdViaBroadcastMediaInd,BooleanType
/Return/ReturnData/IRS990ScheduleE/PolicyPublViaBroadcastMedia,BooleanType
/Return/ReturnData/IRS990ScheduleE/PolicyStatementInBrochuresEtc,BooleanType
/Return/ReturnData/IRS990ScheduleE/PolicyStmtInBrochuresEtcInd,BooleanType
/Return/ReturnData/IRS990ScheduleE/PubViaBroadcastMediaExpln,ShortExplanationType
/Return/ReturnData/IRS990ScheduleE/SupplementalInformationDetail/ExplanationTxt,ExplanationType
/Return/ReturnData/IRS990ScheduleE/SupplementalInformationDetail/FormAndLineReferenceDesc,LineExplanationType
/Return/ReturnData/IRS990ScheduleF/AccountActivitiesOutsideUSGrp/EmployeeCnt,IntegerNNType
/Return/ReturnData/IRS990ScheduleF/AccountActivitiesOutsideUSGrp/OfficesCnt,IntegerNNType
/Return/ReturnData/IRS990ScheduleF/AccountActivitiesOutsideUSGrp/RegionTotalExpendituresAmt,USAmountType
/Return/ReturnData/IRS990ScheduleF/AccountActivitiesOutsideUSGrp/RegionTxt,LineExplanationType
/Return/ReturnData/IRS990ScheduleF/AccountActivitiesOutsideUSGrp/SpecificServicesProvidedTxt,ShortExplanationType
/Return/ReturnData/IRS990ScheduleF/AccountActivitiesOutsideUSGrp/TypeOfActivitiesConductedTxt,LineExplanationType
/Return/ReturnData/IRS990ScheduleF/AcctsActvsOutUSTable/NumberOfEmployees,IntegerNNType
/Return/ReturnData/IRS990ScheduleF/AcctsActvsOutUSTable/NumberOfOffices,IntegerNNType
/Return/ReturnData/IRS990ScheduleF/AcctsActvsOutUSTable/Region,LineExplanationType
/Return/ReturnData/IRS990ScheduleF/AcctsActvsOutUSTable/SpecificServicesProvided,ShortExplanationType
/Return/ReturnData/IRS990ScheduleF/AcctsActvsOutUSTable/TotalExpenditures,USAmountType
/Return/ReturnData/IRS990ScheduleF/AcctsActvsOutUSTable/TypeOfActivitiesConducted,LineExplanationType
/Return/ReturnData/IRS990ScheduleF/BoycottCountries,BooleanType
/Return/ReturnData/IRS990ScheduleF/BoycottCountriesInd,BooleanType
/Return/ReturnData/IRS990ScheduleF/ContAmountSpent,USAmountType
/Return/ReturnData/IRS990ScheduleF/ContinuationSpentAmt,USAmountType
/Return/ReturnData/IRS990ScheduleF/ContinutationTotalEmployeeCnt,IntegerNNType
/Return/ReturnData/IRS990ScheduleF/ContinutationTotalOfficeCnt,IntegerNNType
/Return/ReturnData/IRS990ScheduleF/ContNumberOfEmployees,IntegerNNType
/Return/ReturnData/IRS990ScheduleF/ContNumberOfOffices,IntegerNNType
/Return/ReturnData/IRS990ScheduleF/ForeignCorpOwnershipInd,BooleanType
/Return/ReturnData/IRS990ScheduleF/ForeignIndividualsGrantsGrp/CashGrantAmt,USAmountType
/Return/ReturnData/IRS990ScheduleF/ForeignIndividualsGrantsGrp/DescriptionOfNonCashAsstTxt,ShortExplanationType
/Return/ReturnData/IRS990ScheduleF/ForeignIndividualsGrantsGrp/MannerOfCashDisbursementTxt,LineExplanationType
/Return/ReturnData/IRS990ScheduleF/ForeignIndividualsGrantsGrp/NonCashAssistanceAmt,USAmountType
/Return/ReturnData/IRS990ScheduleF/ForeignIndividualsGrantsGrp/RecipientCnt,IntegerNNType
/Return/ReturnData/IRS990ScheduleF/ForeignIndividualsGrantsGrp/RegionTxt,LineExplanationType
/Return/ReturnData/IRS990ScheduleF/ForeignIndividualsGrantsGrp/TypeOfAssistanceTxt,ShortExplanationType
/Return/ReturnData/IRS990ScheduleF/ForeignIndividualsGrantsGrp/ValuationMethodUsedDesc,LineExplanationType
/Return/ReturnData/IRS990ScheduleF/ForeignPartnership,BooleanType
/Return/ReturnData/IRS990ScheduleF/ForeignPartnershipInd,BooleanType
/Return/ReturnData/IRS990ScheduleF/Form990ScheduleFPartIV/Explanation,ExplanationType
/Return/ReturnData/IRS990ScheduleF/Form990ScheduleFPartIV/Identifier,LineExplanationType
/Return/ReturnData/IRS990ScheduleF/Form990ScheduleFPartIV/ReturnReference,LineExplanationType
/Return/ReturnData/IRS990ScheduleF/Form990ScheduleFPartV/Explanation,ExplanationType
/Return/ReturnData/IRS990ScheduleF/Form990ScheduleFPartV/Identifier,LineExplanationType
/Return/ReturnData/IRS990ScheduleF/Form990ScheduleFPartV/ReturnReference,LineExplanationType
/Return/ReturnData/IRS990ScheduleF/GrantRecordsMaintained,BooleanType
/Return/ReturnData/IRS990ScheduleF/GrantRecordsMaintainedInd,BooleanType
/Return/ReturnData/IRS990ScheduleF/GrantsToIndOutsideUS/AmountOfCashGrant,USAmountType
/Return/ReturnData/IRS990ScheduleF/GrantsToIndOutsideUS/AmountOfNonCashAssistance,USAmountType
/Return/ReturnData/IRS990ScheduleF/GrantsToIndOutsideUS/DescriptionOfNonCashAssistance,ShortExplanationType
/Return/ReturnData/IRS990ScheduleF/GrantsToIndOutsideUS/MannerOfCashDisbursement,LineExplanationType
/Return/ReturnData/IRS990ScheduleF/GrantsToIndOutsideUS/MethodOfValuation,LineExplanationType
/Return/ReturnData/IRS990ScheduleF/GrantsToIndOutsideUS/NumberOfRecipients,IntegerNNType
/Return/ReturnData/IRS990ScheduleF/GrantsToIndOutsideUS/Region,LineExplanationType
/Return/ReturnData/IRS990ScheduleF/GrantsToIndOutsideUS/TypeOfAssistance,ShortExplanationType
/Return/ReturnData/IRS990ScheduleF/GrantsToOrgOutsideUSGrp/CashGrantAmt,USAmountType
/Return/ReturnData/IRS990ScheduleF/GrantsToOrgOutsideUSGrp/DescriptionOfNonCashAsstTxt,ShortExplanationType
/Return/ReturnData/IRS990ScheduleF/GrantsToOrgOutsideUSGrp/MannerOfCashDisbursementTxt,LineExplanationType
/Return/ReturnData/IRS990ScheduleF/GrantsToOrgOutsideUSGrp/NonCashAssistanceAmt,USAmountType
/Return/ReturnData/IRS990ScheduleF/GrantsToOrgOutsideUSGrp/PurposeOfGrantTxt,ShortExplanationType
/Return/ReturnData/IRS990ScheduleF/GrantsToOrgOutsideUSGrp/RegionTxt,LineExplanationType
/Return/ReturnData/IRS990ScheduleF/GrantsToOrgOutsideUSGrp/ValuationMethodUsedDesc,LineExplanationType
/Return/ReturnData/IRS990ScheduleF/GrantsToOrgsOutsideUS/AmountOfCashGrant,USAmountType
/Return/ReturnData/IRS990ScheduleF/GrantsToOrgsOutsideUS/AmountOfNonCashAssistance,USAmountType
/Return/ReturnData/IRS990ScheduleF/GrantsToOrgsOutsideUS/DescriptionOfNonCashAssistance,ShortExplanationType
/Return/ReturnData/IRS990ScheduleF/GrantsToOrgsOutsideUS/MannerOfCashDisbursement,LineExplanationType
/Return/ReturnData/IRS990ScheduleF/GrantsToOrgsOutsideUS/MethodOfValuation,LineExplanationType
/Return/ReturnData/IRS990ScheduleF/GrantsToOrgsOutsideUS/PurposeOfGrant,ShortExplanationType
